datetime,parameter,value
2026-06-24T10:00Z,co,211.0
2026-06-24T10:00Z,no2,4.5
2026-06-24T10:00Z,so2,11.6
2026-06-24T10:00Z,o3,153.0
2026-06-24T11:00Z,pm10,395.8
2026-06-24T11:00Z,pm25,77.1
2026-06-24T11:00Z,co,216.0
2026-06-24T11:00Z,no2,5.9
2026-06-24T11:00Z,so2,11.6
2026-06-24T11:00Z,o3,149.0
2026-06-24T12:00Z,pm10,377.2
2026-06-24T12:00Z,pm25,76.6
2026-06-24T12:00Z,co,240.0
2026-06-24T12:00Z,no2,10.0
2026-06-24T12:00Z,so2,12.6
2026-06-24T12:00Z,o3,139.0
2026-06-24T13:00Z,pm10,331.6
2026-06-24T13:00Z,pm25,79.4
2026-06-24T13:00Z,co,289.0
2026-06-24T13:00Z,no2,18.8
2026-06-24T13:00Z,so2,14.7
2026-06-24T13:00Z,o3,120.0
2026-06-24T14:00Z,pm10,318.5
2026-06-24T14:00Z,pm25,85.2
2026-06-24T14:00Z,co,357.0
2026-06-24T14:00Z,no2,30.4
2026-06-24T14:00Z,so2,17.7
2026-06-24T14:00Z,o3,95.0
2026-06-24T15:00Z,pm10,328.8
2026-06-24T15:00Z,pm25,93.1
2026-06-24T15:00Z,co,438.0
2026-06-24T15:00Z,no2,41.1
2026-06-24T15:00Z,so2,21.2
2026-06-24T15:00Z,o3,74.0
2026-06-24T16:00Z,pm10,350.2
2026-06-24T16:00Z,pm25,102.0
2026-06-24T16:00Z,co,544.0
2026-06-24T16:00Z,no2,50.3
2026-06-24T16:00Z,so2,25.6
2026-06-24T16:00Z,o3,59.0
2026-06-24T17:00Z,pm10,364.1
2026-06-24T17:00Z,pm25,113.9
2026-06-24T17:00Z,co,663.0
2026-06-24T17:00Z,no2,58.5
2026-06-24T17:00Z,so2,30.5
2026-06-24T17:00Z,o3,48.0
2026-06-24T18:00Z,pm10,366.0
2026-06-24T18:00Z,pm25,121.5
2026-06-24T18:00Z,co,748.0
2026-06-24T18:00Z,no2,63.5
2026-06-24T18:00Z,so2,33.8
2026-06-24T18:00Z,o3,40.0
2026-06-24T19:00Z,pm10,357.6
2026-06-24T19:00Z,pm25,121.5
2026-06-24T19:00Z,co,768.0
2026-06-24T19:00Z,no2,62.9
2026-06-24T19:00Z,so2,34.0
2026-06-24T19:00Z,o3,38.0
2026-06-24T20:00Z,pm10,349.2
2026-06-24T20:00Z,pm25,120.1
2026-06-24T20:00Z,co,756.0
2026-06-24T20:00Z,no2,59.1
2026-06-24T20:00Z,so2,32.6
2026-06-24T20:00Z,o3,39.0
2026-06-24T21:00Z,pm10,338.1
2026-06-24T21:00Z,pm25,119.7
2026-06-24T21:00Z,co,761.0
2026-06-24T21:00Z,no2,56.8
2026-06-24T21:00Z,so2,31.8
2026-06-24T21:00Z,o3,39.0
2026-06-24T22:00Z,pm10,331.6
2026-06-24T22:00Z,pm25,120.6
2026-06-24T22:00Z,co,822.0
2026-06-24T22:00Z,no2,59.5
2026-06-24T22:00Z,so2,32.4
2026-06-24T22:00Z,o3,31.0
2026-06-24T23:00Z,pm10,334.3
2026-06-24T23:00Z,pm25,123.9
2026-06-24T23:00Z,co,901.0
2026-06-24T23:00Z,no2,63.7
2026-06-24T23:00Z,so2,33.6
2026-06-24T23:00Z,o3,21.0
2026-06-25T00:00Z,pm10,336.2
2026-06-25T00:00Z,pm25,129.0
2026-06-25T00:00Z,co,933.0
2026-06-25T00:00Z,no2,64.4
2026-06-25T00:00Z,so2,35.4
2026-06-25T00:00Z,o3,24.0
2026-06-25T01:00Z,pm10,313.9
2026-06-25T01:00Z,pm25,131.8
2026-06-25T01:00Z,co,888.0
2026-06-25T01:00Z,no2,58.9
2026-06-25T01:00Z,so2,38.9
2026-06-25T01:00Z,o3,50.0
2026-06-25T02:00Z,pm10,291.5
2026-06-25T02:00Z,pm25,122.5
2026-06-25T02:00Z,co,797.0
2026-06-25T02:00Z,no2,49.8
2026-06-25T02:00Z,so2,43.0
2026-06-25T02:00Z,o3,89.0
2026-06-25T03:00Z,pm10,332.5
2026-06-25T03:00Z,pm25,118.3
2026-06-25T03:00Z,co,686.0
2026-06-25T03:00Z,no2,40.1
2026-06-25T03:00Z,so2,44.7
2026-06-25T03:00Z,o3,125.0
2026-06-25T04:00Z,pm10,358.6
2026-06-25T04:00Z,pm25,112.2
2026-06-25T04:00Z,co,542.0
2026-06-25T04:00Z,no2,29.5
2026-06-25T04:00Z,so2,42.3
2026-06-25T04:00Z,o3,154.0
2026-06-25T05:00Z,pm10,361.4
2026-06-25T05:00Z,pm25,105.2
2026-06-25T05:00Z,co,379.0
2026-06-25T05:00Z,no2,18.3
2026-06-25T05:00Z,so2,37.6
2026-06-25T05:00Z,o3,179.0
2026-06-25T06:00Z,pm10,335.3
2026-06-25T06:00Z,pm25,98.5
2026-06-25T06:00Z,co,263.0
2026-06-25T06:00Z,no2,9.9
2026-06-25T06:00Z,so2,32.8
2026-06-25T06:00Z,o3,197.0
2026-06-25T07:00Z,pm10,312.9
2026-06-25T07:00Z,pm25,93.4
2026-06-25T07:00Z,co,231.0
2026-06-25T07:00Z,no2,6.0
2026-06-25T07:00Z,so2,28.3
2026-06-25T07:00Z,o3,206.0
2026-06-25T08:00Z,pm10,299.0
2026-06-25T08:00Z,pm25,90.3
2026-06-25T08:00Z,co,246.0
2026-06-25T08:00Z,no2,5.0
2026-06-25T08:00Z,so2,23.7
2026-06-25T08:00Z,o3,208.0
2026-06-25T09:00Z,pm10,284.1
2026-06-25T09:00Z,pm25,85.4
2026-06-25T09:00Z,co,265.0
2026-06-25T09:00Z,no2,5.2
2026-06-25T09:00Z,so2,19.8
2026-06-25T09:00Z,o3,202.0
2026-06-25T10:00Z,pm10,289.6
2026-06-25T10:00Z,pm25,82.4
2026-06-25T10:00Z,co,262.0
2026-06-25T10:00Z,no2,5.5
2026-06-25T10:00Z,so2,16.5
2026-06-25T10:00Z,o3,187.0
2026-06-25T11:00Z,pm10,285.9
2026-06-25T11:00Z,pm25,78.0
2026-06-25T11:00Z,co,263.0
2026-06-25T11:00Z,no2,7.0
2026-06-25T11:00Z,so2,13.9
2026-06-25T11:00Z,o3,164.0
2026-06-25T12:00Z,pm10,165.8
2026-06-25T12:00Z,pm25,56.5
2026-06-25T12:00Z,co,296.0
2026-06-25T12:00Z,no2,11.0
2026-06-25T12:00Z,so2,20.7
2026-06-25T12:00Z,o3,198.0
2026-06-25T13:00Z,pm10,152.3
2026-06-25T13:00Z,pm25,58.8
2026-06-25T13:00Z,co,388.0
2026-06-25T13:00Z,no2,22.2
2026-06-25T13:00Z,so2,22.4
2026-06-25T13:00Z,o3,168.0
2026-06-25T14:00Z,pm10,156.0
2026-06-25T14:00Z,pm25,68.0
2026-06-25T14:00Z,co,513.0
2026-06-25T14:00Z,no2,37.6
2026-06-25T14:00Z,so2,24.7
2026-06-25T14:00Z,o3,126.0
2026-06-25T15:00Z,pm10,156.0
2026-06-25T15:00Z,pm25,75.4
2026-06-25T15:00Z,co,620.0
2026-06-25T15:00Z,no2,48.7
2026-06-25T15:00Z,so2,26.5
2026-06-25T15:00Z,o3,92.0
2026-06-25T16:00Z,pm10,149.5
2026-06-25T16:00Z,pm25,71.7
2026-06-25T16:00Z,co,693.0
2026-06-25T16:00Z,no2,51.0
2026-06-25T16:00Z,so2,27.3
2026-06-25T16:00Z,o3,74.0
2026-06-25T17:00Z,pm10,150.4
2026-06-25T17:00Z,pm25,72.4
2026-06-25T17:00Z,co,748.0
2026-06-25T17:00Z,no2,49.1
2026-06-25T17:00Z,so2,27.7
2026-06-25T17:00Z,o3,63.0
2026-06-25T18:00Z,pm10,200.7
2026-06-25T18:00Z,pm25,79.2
2026-06-25T18:00Z,co,783.0
2026-06-25T18:00Z,no2,48.4
2026-06-25T18:00Z,so2,27.9
2026-06-25T18:00Z,o3,53.0
2026-06-25T19:00Z,pm10,233.3
2026-06-25T19:00Z,pm25,83.4
2026-06-25T19:00Z,co,794.0
2026-06-25T19:00Z,no2,51.4
2026-06-25T19:00Z,so2,27.8
2026-06-25T19:00Z,o3,43.0
2026-06-25T20:00Z,pm10,207.2
2026-06-25T20:00Z,pm25,83.4
2026-06-25T20:00Z,co,786.0
2026-06-25T20:00Z,no2,55.8
2026-06-25T20:00Z,so2,27.6
2026-06-25T20:00Z,o3,33.0
2026-06-25T21:00Z,pm10,202.1
2026-06-25T21:00Z,pm25,86.1
2026-06-25T21:00Z,co,772.0
2026-06-25T21:00Z,no2,59.6
2026-06-25T21:00Z,so2,27.9
2026-06-25T21:00Z,o3,26.0
2026-06-25T22:00Z,pm10,205.4
2026-06-25T22:00Z,pm25,88.2
2026-06-25T22:00Z,co,759.0
2026-06-25T22:00Z,no2,63.7
2026-06-25T22:00Z,so2,29.1
2026-06-25T22:00Z,o3,17.0
2026-06-25T23:00Z,pm10,207.7
2026-06-25T23:00Z,pm25,91.0
2026-06-25T23:00Z,co,741.0
2026-06-25T23:00Z,no2,67.3
2026-06-25T23:00Z,so2,30.9
2026-06-25T23:00Z,o3,10.0
2026-06-26T00:00Z,pm10,202.1
2026-06-26T00:00Z,pm25,105.7
2026-06-26T00:00Z,co,713.0
2026-06-26T00:00Z,no2,64.3
2026-06-26T00:00Z,so2,28.1
2026-06-26T00:00Z,o3,23.0
2026-06-26T01:00Z,pm10,188.6
2026-06-26T01:00Z,pm25,101.5
2026-06-26T01:00Z,co,672.0
2026-06-26T01:00Z,no2,55.0
2026-06-26T01:00Z,so2,29.6
2026-06-26T01:00Z,o3,41.0
2026-06-26T02:00Z,pm10,186.7
2026-06-26T02:00Z,pm25,89.9
2026-06-26T02:00Z,co,620.0
2026-06-26T02:00Z,no2,41.8
2026-06-26T02:00Z,so2,31.6
2026-06-26T02:00Z,o3,68.0
2026-06-26T03:00Z,pm10,196.0
2026-06-26T03:00Z,pm25,79.2
2026-06-26T03:00Z,co,562.0
2026-06-26T03:00Z,no2,30.0
2026-06-26T03:00Z,so2,31.9
2026-06-26T03:00Z,o3,98.0
2026-06-26T04:00Z,pm10,200.2
2026-06-26T04:00Z,pm25,77.3
2026-06-26T04:00Z,co,491.0
2026-06-26T04:00Z,no2,20.9
2026-06-26T04:00Z,so2,29.2
2026-06-26T04:00Z,o3,136.0
2026-06-26T05:00Z,pm10,177.4
2026-06-26T05:00Z,pm25,69.8
2026-06-26T05:00Z,co,414.0
2026-06-26T05:00Z,no2,13.0
2026-06-26T05:00Z,so2,24.8
2026-06-26T05:00Z,o3,177.0
2026-06-26T06:00Z,pm10,155.5
2026-06-26T06:00Z,pm25,62.2
2026-06-26T06:00Z,co,353.0
2026-06-26T06:00Z,no2,7.4
2026-06-26T06:00Z,so2,21.0
2026-06-26T06:00Z,o3,206.0
2026-06-26T07:00Z,pm10,137.4
2026-06-26T07:00Z,pm25,52.3
2026-06-26T07:00Z,co,312.0
2026-06-26T07:00Z,no2,4.7
2026-06-26T07:00Z,so2,18.5
2026-06-26T07:00Z,o3,214.0
2026-06-26T08:00Z,pm10,152.3
2026-06-26T08:00Z,pm25,51.3
2026-06-26T08:00Z,co,287.0
2026-06-26T08:00Z,no2,4.2
2026-06-26T08:00Z,so2,16.5
2026-06-26T08:00Z,o3,209.0
2026-06-26T09:00Z,pm10,155.1
2026-06-26T09:00Z,pm25,51.1
2026-06-26T09:00Z,co,285.0
2026-06-26T09:00Z,no2,4.7
2026-06-26T09:00Z,so2,14.8
2026-06-26T09:00Z,o3,198.0
2026-06-26T10:00Z,pm10,156.9
2026-06-26T10:00Z,pm25,48.9
2026-06-26T10:00Z,co,314.0
2026-06-26T10:00Z,no2,5.3
2026-06-26T10:00Z,so2,13.1
2026-06-26T10:00Z,o3,183.0
2026-06-26T11:00Z,pm10,195.1
2026-06-26T11:00Z,pm25,52.2
2026-06-26T11:00Z,co,366.0
2026-06-26T11:00Z,no2,6.9
2026-06-26T11:00Z,so2,11.7
2026-06-26T11:00Z,o3,163.0
2026-06-26T12:00Z,pm10,156.5
2026-06-26T12:00Z,pm25,51.7
2026-06-26T12:00Z,co,422.0
2026-06-26T12:00Z,no2,12.7
2026-06-26T12:00Z,so2,14.3
2026-06-26T12:00Z,o3,161.0
2026-06-26T13:00Z,pm10,151.8
2026-06-26T13:00Z,pm25,57.2
2026-06-26T13:00Z,co,473.0
2026-06-26T13:00Z,no2,19.1
2026-06-26T13:00Z,so2,16.3
2026-06-26T13:00Z,o3,143.0
2026-06-26T14:00Z,pm10,155.1
2026-06-26T14:00Z,pm25,65.7
2026-06-26T14:00Z,co,527.0
2026-06-26T14:00Z,no2,28.2
2026-06-26T14:00Z,so2,19.1
2026-06-26T14:00Z,o3,118.0
2026-06-26T15:00Z,pm10,170.9
2026-06-26T15:00Z,pm25,65.7
2026-06-26T15:00Z,co,594.0
2026-06-26T15:00Z,no2,36.6
2026-06-26T15:00Z,so2,21.4
2026-06-26T15:00Z,o3,95.0
2026-06-26T16:00Z,pm10,183.9
2026-06-26T16:00Z,pm25,69.6
2026-06-26T16:00Z,co,693.0
2026-06-26T16:00Z,no2,43.9
2026-06-26T16:00Z,so2,23.2
2026-06-26T16:00Z,o3,77.0
2026-06-26T17:00Z,pm10,189.5
2026-06-26T17:00Z,pm25,77.1
2026-06-26T17:00Z,co,805.0
2026-06-26T17:00Z,no2,50.5
2026-06-26T17:00Z,so2,24.5
2026-06-26T17:00Z,o3,60.0
2026-06-26T18:00Z,pm10,204.9
2026-06-26T18:00Z,pm25,82.9
2026-06-26T18:00Z,co,880.0
2026-06-26T18:00Z,no2,54.1
2026-06-26T18:00Z,so2,24.6
2026-06-26T18:00Z,o3,48.0
2026-06-26T19:00Z,pm10,214.7
2026-06-26T19:00Z,pm25,85.2
2026-06-26T19:00Z,co,899.0
2026-06-26T19:00Z,no2,52.8
2026-06-26T19:00Z,so2,22.7
2026-06-26T19:00Z,o3,41.0
2026-06-26T20:00Z,pm10,210.5
2026-06-26T20:00Z,pm25,81.7
2026-06-26T20:00Z,co,881.0
2026-06-26T20:00Z,no2,48.4
2026-06-26T20:00Z,so2,19.6
2026-06-26T20:00Z,o3,38.0
2026-06-26T21:00Z,pm10,188.6
2026-06-26T21:00Z,pm25,73.8
2026-06-26T21:00Z,co,836.0
2026-06-26T21:00Z,no2,44.1
2026-06-26T21:00Z,so2,17.0
2026-06-26T21:00Z,o3,36.0
2026-06-26T22:00Z,pm10,174.2
2026-06-26T22:00Z,pm25,68.5
2026-06-26T22:00Z,co,751.0
2026-06-26T22:00Z,no2,40.9
2026-06-26T22:00Z,so2,15.1
2026-06-26T22:00Z,o3,31.0
2026-06-26T23:00Z,pm10,175.6
2026-06-26T23:00Z,pm25,66.8
2026-06-26T23:00Z,co,640.0
2026-06-26T23:00Z,no2,37.7
2026-06-26T23:00Z,so2,13.7
2026-06-26T23:00Z,o3,27.0
2026-06-27T00:00Z,pm10,273.8
2026-06-27T00:00Z,pm25,73.1
2026-06-27T00:00Z,co,554.0
2026-06-27T00:00Z,no2,24.3
2026-06-27T00:00Z,so2,12.1
2026-06-27T00:00Z,o3,57.0
2026-06-27T01:00Z,pm10,337.1
2026-06-27T01:00Z,pm25,86.8
2026-06-27T01:00Z,co,524.0
2026-06-27T01:00Z,no2,23.5
2026-06-27T01:00Z,so2,13.5
2026-06-27T01:00Z,o3,65.0
2026-06-27T02:00Z,pm10,434.0
2026-06-27T02:00Z,pm25,105.0
2026-06-27T02:00Z,co,519.0
2026-06-27T02:00Z,no2,22.3
2026-06-27T02:00Z,so2,15.4
2026-06-27T02:00Z,o3,77.0
2026-06-27T03:00Z,pm10,484.3
2026-06-27T03:00Z,pm25,116.9
2026-06-27T03:00Z,co,498.0
2026-06-27T03:00Z,no2,20.1
2026-06-27T03:00Z,so2,17.1
2026-06-27T03:00Z,o3,96.0
2026-06-27T04:00Z,pm10,446.1
2026-06-27T04:00Z,pm25,117.3
2026-06-27T04:00Z,co,436.0
2026-06-27T04:00Z,no2,16.0
2026-06-27T04:00Z,so2,18.4
2026-06-27T04:00Z,o3,131.0
2026-06-27T05:00Z,pm10,380.0
2026-06-27T05:00Z,pm25,110.6
2026-06-27T05:00Z,co,359.0
2026-06-27T05:00Z,no2,11.0
2026-06-27T05:00Z,so2,19.4
2026-06-27T05:00Z,o3,173.0
2026-06-27T06:00Z,pm10,318.5
2026-06-27T06:00Z,pm25,101.0
2026-06-27T06:00Z,co,302.0
2026-06-27T06:00Z,no2,7.1
2026-06-27T06:00Z,so2,19.6
2026-06-27T06:00Z,o3,202.0
2026-06-27T07:00Z,pm10,286.8
2026-06-27T07:00Z,pm25,93.4
2026-06-27T07:00Z,co,286.0
2026-06-27T07:00Z,no2,5.1
2026-06-27T07:00Z,so2,18.4
2026-06-27T07:00Z,o3,209.0
2026-06-27T08:00Z,pm10,258.9
2026-06-27T08:00Z,pm25,85.4
2026-06-27T08:00Z,co,290.0
2026-06-27T08:00Z,no2,4.3
2026-06-27T08:00Z,so2,16.4
2026-06-27T08:00Z,o3,204.0
2026-06-27T09:00Z,pm10,263.6
2026-06-27T09:00Z,pm25,83.6
2026-06-27T09:00Z,co,294.0
2026-06-27T09:00Z,no2,4.4
2026-06-27T09:00Z,so2,14.6
2026-06-27T09:00Z,o3,194.0
2026-06-27T10:00Z,pm10,246.8
2026-06-27T10:00Z,pm25,76.8
2026-06-27T10:00Z,co,288.0
2026-06-27T10:00Z,no2,5.1
2026-06-27T10:00Z,so2,13.2
2026-06-27T10:00Z,o3,180.0
2026-06-27T11:00Z,pm10,234.2
2026-06-27T11:00Z,pm25,72.4
2026-06-27T11:00Z,co,282.0
2026-06-27T11:00Z,no2,6.8
2026-06-27T11:00Z,so2,12.1
2026-06-27T11:00Z,o3,162.0
2026-06-27T12:00Z,pm10,216.1
2026-06-27T12:00Z,pm25,68.0
2026-06-27T12:00Z,co,283.0
2026-06-27T12:00Z,no2,11.3
2026-06-27T12:00Z,so2,12.8
2026-06-27T12:00Z,o3,146.0
2026-06-27T13:00Z,pm10,208.2
2026-06-27T13:00Z,pm25,70.1
2026-06-27T13:00Z,co,291.0
2026-06-27T13:00Z,no2,19.7
2026-06-27T13:00Z,so2,14.1
2026-06-27T13:00Z,o3,126.0
2026-06-27T14:00Z,pm10,218.4
2026-06-27T14:00Z,pm25,76.8
2026-06-27T14:00Z,co,307.0
2026-06-27T14:00Z,no2,31.6
2026-06-27T14:00Z,so2,16.0
2026-06-27T14:00Z,o3,99.0
2026-06-27T15:00Z,pm10,228.2
2026-06-27T15:00Z,pm25,85.4
2026-06-27T15:00Z,co,335.0
2026-06-27T15:00Z,no2,43.6
2026-06-27T15:00Z,so2,18.5
2026-06-27T15:00Z,o3,74.0
2026-06-27T16:00Z,pm10,245.9
2026-06-27T16:00Z,pm25,94.8
2026-06-27T16:00Z,co,376.0
2026-06-27T16:00Z,no2,55.5
2026-06-27T16:00Z,so2,22.1
2026-06-27T16:00Z,o3,55.0
2026-06-27T17:00Z,pm10,270.1
2026-06-27T17:00Z,pm25,104.5
2026-06-27T17:00Z,co,431.0
2026-06-27T17:00Z,no2,67.5
2026-06-27T17:00Z,so2,26.3
2026-06-27T17:00Z,o3,39.0
2026-06-27T18:00Z,pm10,268.2
2026-06-27T18:00Z,pm25,112.0
2026-06-27T18:00Z,co,504.0
2026-06-27T18:00Z,no2,76.5
2026-06-27T18:00Z,so2,29.3
2026-06-27T18:00Z,o3,26.0
2026-06-27T19:00Z,pm10,258.0
2026-06-27T19:00Z,pm25,115.7
2026-06-27T19:00Z,co,635.0
2026-06-27T19:00Z,no2,81.0
2026-06-27T19:00Z,so2,30.5
2026-06-27T19:00Z,o3,17.0
2026-06-27T20:00Z,pm10,245.9
2026-06-27T20:00Z,pm25,116.2
2026-06-27T20:00Z,co,784.0
2026-06-27T20:00Z,no2,82.5
2026-06-27T20:00Z,so2,30.6
2026-06-27T20:00Z,o3,12.0
2026-06-27T21:00Z,pm10,236.1
2026-06-27T21:00Z,pm25,116.9
2026-06-27T21:00Z,co,840.0
2026-06-27T21:00Z,no2,81.9
2026-06-27T21:00Z,so2,30.1
2026-06-27T21:00Z,o3,8.0
2026-06-27T22:00Z,pm10,226.8
2026-06-27T22:00Z,pm25,116.6
2026-06-27T22:00Z,co,711.0
2026-06-27T22:00Z,no2,80.1
2026-06-27T22:00Z,so2,28.6
2026-06-27T22:00Z,o3,3.0
2026-06-27T23:00Z,pm10,222.1
2026-06-27T23:00Z,pm25,115.7
2026-06-27T23:00Z,co,488.0
2026-06-27T23:00Z,no2,76.2
2026-06-27T23:00Z,so2,26.3
2026-06-27T23:00Z,o3,0.0
2026-06-28T00:00Z,pm10,181.6
2026-06-28T00:00Z,pm25,71.7
2026-06-28T00:00Z,co,331.0
2026-06-28T00:00Z,no2,33.3
2026-06-28T00:00Z,so2,18.4
2026-06-28T00:00Z,o3,36.0
2026-06-28T01:00Z,pm10,165.3
2026-06-28T01:00Z,pm25,71.0
2026-06-28T01:00Z,co,320.0
2026-06-28T01:00Z,no2,30.5
2026-06-28T01:00Z,so2,21.0
2026-06-28T01:00Z,o3,46.0
2026-06-28T02:00Z,pm10,182.1
2026-06-28T02:00Z,pm25,72.6
2026-06-28T02:00Z,co,375.0
2026-06-28T02:00Z,no2,26.5
2026-06-28T02:00Z,so2,24.5
2026-06-28T02:00Z,o3,60.0
2026-06-28T03:00Z,pm10,217.0
2026-06-28T03:00Z,pm25,75.0
2026-06-28T03:00Z,co,411.0
2026-06-28T03:00Z,no2,22.0
2026-06-28T03:00Z,so2,26.5
2026-06-28T03:00Z,o3,83.0
2026-06-28T04:00Z,pm10,231.9
2026-06-28T04:00Z,pm25,76.8
2026-06-28T04:00Z,co,393.0
2026-06-28T04:00Z,no2,16.6
2026-06-28T04:00Z,so2,25.7
2026-06-28T04:00Z,o3,121.0
2026-06-28T05:00Z,pm10,226.8
2026-06-28T05:00Z,pm25,76.8
2026-06-28T05:00Z,co,356.0
2026-06-28T05:00Z,no2,10.7
2026-06-28T05:00Z,so2,23.4
2026-06-28T05:00Z,o3,166.0
2026-06-28T06:00Z,pm10,196.0
2026-06-28T06:00Z,pm25,71.2
2026-06-28T06:00Z,co,325.0
2026-06-28T06:00Z,no2,6.3
2026-06-28T06:00Z,so2,21.1
2026-06-28T06:00Z,o3,199.0
2026-06-28T07:00Z,pm10,175.6
2026-06-28T07:00Z,pm25,66.4
2026-06-28T07:00Z,co,305.0
2026-06-28T07:00Z,no2,4.3
2026-06-28T07:00Z,so2,19.2
2026-06-28T07:00Z,o3,210.0
2026-06-28T08:00Z,pm10,182.1
2026-06-28T08:00Z,pm25,65.4
2026-06-28T08:00Z,co,290.0
2026-06-28T08:00Z,no2,3.8
2026-06-28T08:00Z,so2,17.2
2026-06-28T08:00Z,o3,209.0
2026-06-28T09:00Z,pm10,169.5
2026-06-28T09:00Z,pm25,62.2
2026-06-28T09:00Z,co,285.0
2026-06-28T09:00Z,no2,4.1
2026-06-28T09:00Z,so2,15.8
2026-06-28T09:00Z,o3,203.0
2026-06-28T10:00Z,pm10,187.2
2026-06-28T10:00Z,pm25,63.8
2026-06-28T10:00Z,co,293.0
2026-06-28T10:00Z,no2,4.8
2026-06-28T10:00Z,so2,15.0
2026-06-28T10:00Z,o3,195.0
2026-06-28T11:00Z,pm10,177.0
2026-06-28T11:00Z,pm25,62.2
2026-06-28T11:00Z,co,311.0
2026-06-28T11:00Z,no2,6.2
2026-06-28T11:00Z,so2,14.8
2026-06-28T11:00Z,o3,182.0
2026-06-28T12:00Z,pm10,168.1
2026-06-28T12:00Z,pm25,62.6
2026-06-28T12:00Z,co,328.0
2026-06-28T12:00Z,no2,8.9
2026-06-28T12:00Z,so2,15.2
2026-06-28T12:00Z,o3,167.0
2026-06-28T13:00Z,pm10,178.8
2026-06-28T13:00Z,pm25,67.5
2026-06-28T13:00Z,co,338.0
2026-06-28T13:00Z,no2,13.1
2026-06-28T13:00Z,so2,16.4
2026-06-28T13:00Z,o3,149.0
2026-06-28T14:00Z,pm10,235.2
2026-06-28T14:00Z,pm25,81.3
2026-06-28T14:00Z,co,348.0
2026-06-28T14:00Z,no2,18.6
2026-06-28T14:00Z,so2,18.3
2026-06-28T14:00Z,o3,128.0
2026-06-28T15:00Z,pm10,232.8
2026-06-28T15:00Z,pm25,87.5
2026-06-28T15:00Z,co,369.0
2026-06-28T15:00Z,no2,24.9
2026-06-28T15:00Z,so2,20.6
2026-06-28T15:00Z,o3,108.0
2026-06-28T16:00Z,pm10,254.3
2026-06-28T16:00Z,pm25,97.6
2026-06-28T16:00Z,co,412.0
2026-06-28T16:00Z,no2,32.7
2026-06-28T16:00Z,so2,23.6
2026-06-28T16:00Z,o3,90.0
2026-06-28T17:00Z,pm10,273.8
2026-06-28T17:00Z,pm25,108.0
2026-06-28T17:00Z,co,467.0
2026-06-28T17:00Z,no2,41.3
2026-06-28T17:00Z,so2,27.1
2026-06-28T17:00Z,o3,73.0
2026-06-28T18:00Z,pm10,276.6
2026-06-28T18:00Z,pm25,113.9
2026-06-28T18:00Z,co,509.0
2026-06-28T18:00Z,no2,48.1
2026-06-28T18:00Z,so2,29.5
2026-06-28T18:00Z,o3,59.0
2026-06-28T19:00Z,pm10,285.9
2026-06-28T19:00Z,pm25,116.4
2026-06-28T19:00Z,co,528.0
2026-06-28T19:00Z,no2,52.2
2026-06-28T19:00Z,so2,30.3
2026-06-28T19:00Z,o3,50.0
2026-06-28T20:00Z,pm10,297.1
2026-06-28T20:00Z,pm25,119.7
2026-06-28T20:00Z,co,534.0
2026-06-28T20:00Z,no2,54.6
2026-06-28T20:00Z,so2,30.2
2026-06-28T20:00Z,o3,43.0
2026-06-28T21:00Z,pm10,293.4
2026-06-28T21:00Z,pm25,121.5
2026-06-28T21:00Z,co,537.0
2026-06-28T21:00Z,no2,55.5
2026-06-28T21:00Z,so2,29.2
2026-06-28T21:00Z,o3,38.0
2026-06-28T22:00Z,pm10,278.5
2026-06-28T22:00Z,pm25,120.1
2026-06-28T22:00Z,co,546.0
2026-06-28T22:00Z,no2,55.2
2026-06-28T22:00Z,so2,26.9
2026-06-28T22:00Z,o3,32.0
2026-06-28T23:00Z,pm10,304.5
2026-06-28T23:00Z,pm25,123.4
2026-06-28T23:00Z,co,551.0
2026-06-28T23:00Z,no2,53.4
2026-06-28T23:00Z,so2,23.9
2026-06-28T23:00Z,o3,27.0
2026-06-29T00:00Z,pm10,148.5
2026-06-29T00:00Z,pm25,72.4
2026-06-29T00:00Z,co,538.0
2026-06-29T00:00Z,no2,21.8
2026-06-29T00:00Z,so2,25.0
2026-06-29T00:00Z,o3,85.0
2026-06-29T01:00Z,pm10,143.0
2026-06-29T01:00Z,pm25,71.5
2026-06-29T01:00Z,co,494.0
2026-06-29T01:00Z,no2,21.7
2026-06-29T01:00Z,so2,24.9
2026-06-29T01:00Z,o3,86.0
2026-06-29T02:00Z,pm10,155.5
2026-06-29T02:00Z,pm25,71.9
2026-06-29T02:00Z,co,432.0
2026-06-29T02:00Z,no2,21.4
2026-06-29T02:00Z,so2,24.6
2026-06-29T02:00Z,o3,88.0
2026-06-29T03:00Z,pm10,217.5
2026-06-29T03:00Z,pm25,72.9
2026-06-29T03:00Z,co,370.0
2026-06-29T03:00Z,no2,19.7
2026-06-29T03:00Z,so2,23.2
2026-06-29T03:00Z,o3,94.0
2026-06-29T04:00Z,pm10,368.8
2026-06-29T04:00Z,pm25,85.0
2026-06-29T04:00Z,co,311.0
2026-06-29T04:00Z,no2,15.3
2026-06-29T04:00Z,so2,19.6
2026-06-29T04:00Z,o3,109.0
2026-06-29T05:00Z,pm10,579.3
2026-06-29T05:00Z,pm25,107.3
2026-06-29T05:00Z,co,252.0
2026-06-29T05:00Z,no2,9.4
2026-06-29T05:00Z,so2,15.0
